Type_of_client;Age;Gender;Favorite_batter;Favorite_filling;Favorite_frosting;More_toppings;Topping_examples;Configuration;Frequency_of_buying;Occasion;Interest_in_seasonality;Seasonal_option;Product_type;Willingness_to_pay
Kid;9.0;Feminine;;Strawberry jam;Chocolate glaze;No;None;Cupcake;Daily;Celebration;No;None;Cupcake;4.60 €
Kid;12.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Cupcake;Sporadic;Birthday;No;None;Cupcake;5.10 €
Kid;10.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Slice;Daily;Celebration;No;None;Slice;1.50 €
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Snack;Yes;Halloween;Cupcake;5.40 €
Adult;48.0;Masculine;Carrot;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;78.50 €
Adult;54.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;2.00 €
Kid;10.0;Feminine;Red Velvet;Chocolate ganache;Whipped cream;Yes;;Slice;Weekly;Snack;No;None;Slice;1.50 €
Adult;43.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Whole cake;Daily;Gathering;No;None;Whole cake;17.10 €
Kid;8.0;Masculine;Chocolate;Chocolate ganache;Buttercream;Yes;Chocolate chips;Cupcake;Weekly;Celebration;Yes;Easter;Cupcake;4.80 €
Adult;18.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Wedding;No;None;Wedding cake;63.00 €
Adult;-3.0;Feminine;Carrot;Cream cheese;Chocolate glaze;No;None;Whole cake;Monthly;Wedding;Yes;Fall;Whole cake;34.00 €
Adult;30.0;Feminine;;Cream cheese;Ganache;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;10.20 €
Adult;30.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Fruits;Whole cake;Monthly;Celebration;No;None;Whole cake;26.60 €
Adult;39.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Weekly;Celebration;No;None;Slice;1.30 €
Kid;17.0;Masculine;Red Velvet;Strawberry jam;Buttercream;No;None;Cupcake;Sporadic;Celebration;No;None;Cupcake;€
Adult;65.0;Feminine;Lemon;Cream cheese;;Yes;Edible flowers;Slice;Daily;Celebration;Yes;Fall;Slice;2.00 €
Adult;27.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;Yes;Chocolate chips;Slice;Weekly;Wedding;No;None;Slice;5.60 €
Adult;50.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Wedding cake;Daily;Work event;No;None;Wedding cake;98.20 €
Kid;10.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Fruits;Slice;Weekly;Birthday;Yes;Fall;Slice;5.90 €
Kid;12.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Slice;Daily;Celebration;No;None;Slice;2.10 €
Adult;43.0;Masculine;Lemon;Cream cheese;Chocolate glaze;Yes;Nuts;Wedding cake;Weekly;Work event;No;None;Wedding cake;43.40 €
Adult;28.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Slice;Weekly;Gathering;Yes;Christmas;Slice;3.40 €
Kid;11.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Sporadic;Birthday;No;None;Cupcake;2.00 €
Adult;27.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;No;;Wedding cake;95.10 €
Adult;57.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Whole cake;Daily;Celebration;Yes;Halloween;Whole cake;20.40 €
Kid;6.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Edible flowers;Cupcake;Weekly;Celebration;No;None;Cupcake;2.10 €
Adult;18.0;Masculine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Slice;Daily;Wedding;Yes;Halloween;Slice;1.00 €
Kid;13.0;Masculine;Red Velvet;Strawberry jam;Buttercream;Yes;Fruits;Slice;Monthly;Birthday;No;None;Slice;2.50 €
Adult;42.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;63.80 €
Adult;-3.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;Yes;Edible flowers;Whole cake;Sporadic;Celebration;Yes;Halloween;Whole cake;27.30 €
Kid;7.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;1.50 €
Kid;17.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;No;None;Cupcake;Weekly;Snack;Yes;Halloween;Cupcake;4.50 €
Adult;58.0;Feminine;;Dulce de leche;Ganache;Yes;Nuts;Slice;Sporadic;Celebration;No;None;Slice;4.70 €
Adult;34.0;Masculine;Red Velvet;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;86.70 €
Adult;56.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Sporadic;Gathering;No;None;Whole cake;31.90 €
Kid;10.0;Masculine;Chocolate;Chocolate ganache;Buttercream;Yes;Sprinkles;Cupcake;Daily;Snack;No;None;Cupcake;4.80 €
Adult;27.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Fruits;Slice;Weekly;Celebration;No;None;Slice;3.00 €
Kid;9.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Cupcake;Monthly;Celebration;No;;Cupcake;1.60 €
Adult;23.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Daily;Wedding;No;None;Wedding cake;63.60 €
Kid;10.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Chocolate chips;Slice;Weekly;Snack;Yes;Easter;Slice;5.70 €
Adult;50.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;28.80 €
Adult;20.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Monthly;Celebration;Yes;Valentine's Day;Slice;2.30 €
Adult;54.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;96.70 €
Kid;12.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Monthly;Birthday;No;None;Cupcake;4.20 €
Kid;4.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Slice;Daily;Snack;Yes;Easter;Slice;3.50 €
Adult;53.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Weekly;Wedding;Yes;Christmas;Whole cake;31.90 €
Adult;26.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Fruits;Slice;Daily;Work event;No;None;Slice;3.40 €
Adult;37.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Sporadic;Wedding;No;None;Wedding cake;80.20 €
Kid;15.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Monthly;Celebration;No;None;Cupcake;2.50 €
Adult;46.0;Masculine;Red Velvet;Cream cheese;Ganache;No;;Whole cake;Sporadic;Gathering;No;None;Whole cake;33.20 €
Adult;999.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Gathering;No;None;Wedding cake;90.40 €
Adult;24.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Chocolate chips;Slice;Daily;Gathering;No;None;Slice;5.60 €
Kid;16.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Slice;Daily;Snack;No;None;Slice;4.80 €
Adult;54.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Nuts;Slice;Monthly;Wedding;Yes;Easter;Slice;1.70 €
Adult;55.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Wedding cake;Daily;Gathering;Yes;Halloween;Wedding cake;65.40 €
Adult;19.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Daily;Work event;No;None;Whole cake;25.70 €
Adult;22.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;12.70 €
Kid;16.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Sporadic;Celebration;No;None;Cupcake;4.20 €
Adult;27.0;Masculine;Lemon;Cream cheese;Chocolate glaze;Yes;Fruits;Slice;Daily;Wedding;No;None;Slice;2.60 €
Adult;33.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Whole cake;Daily;Work event;No;None;Whole cake;37.30 €
Adult;25.0;Masculine;Lemon;Dulce de leche;Chocolate glaze;No;None;Slice;Weekly;Work event;Yes;Fall;Slice;5.60 €
Adult;34.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;Yes;Nuts;Wedding cake;Monthly;Wedding;Yes;Halloween;Wedding cake;79.30 €
Kid;4.0;Feminine;Red Velvet;Chocolate ganache;Whipped cream;No;None;Slice;Daily;Celebration;Yes;Valentine's Day;Slice;4.90 €
Adult;59.0;Masculine;Lemon;Dulce de leche;Ganache;Yes;Nuts;Whole cake;Weekly;Gathering;Yes;Valentine's Day;Whole cake;16.50 €
Kid;6.0;Femanine;Red Velvet;;Chocolate glaze;Yes;;Cupcake;Weekly;Snack;No;None;Cupcake;3.20 €
Adult;58.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Monthly;Gathering;No;None;Wedding cake;43.50 €
Kid;17.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Fruits;Slice;Daily;Birthday;No;None;Slice;3.80 €
Adult;46.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Edible flowers;Whole cake;Daily;Work event;No;None;Whole cake;30.20 €
Kid;11.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Sporadic;Snack;No;None;Cupcake;2.60 €
Adult;60.0;Feminine;Carrot;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;58.60 €
Adult;45.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Wedding;Yes;Fall;Whole cake;31.10 €
Adult;26.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Slice;Monthly;Work event;Yes;Halloween;Slice;1.30 €
Kid;7.0;Masculine;Chocolate;Strawberry jam;Whipped cream;Yes;Edible flowers;Cupcake;Daily;Birthday;No;None;Cupcake;2.00 €
Adult;61.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;41.30 €
Kid;13.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Slice;Sporadic;Snack;No;None;Slice;5.60 €
Adult;38.0;Masculine;Red Velvet;Cream cheese;Ganache;Yes;Edible flowers;Wedding cake;Weekly;Wedding;Yes;Halloween;Wedding cake;64.60 €
Adult;55.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Sprinkles;Whole cake;Weekly;Celebration;Yes;Christmas;Whole cake;26.10 €
Adult;24.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Wedding;Yes;Fall;Slice;3.70 €
Adult;38.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Slice;Monthly;Wedding;No;;Slice;5.70 €
Adult;38.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Gathering;No;None;Slice;5.10 €
Kid;11.0;Masculine;Chocolate;Chocolate ganache;;No;None;Cupcake;Daily;Birthday;No;None;Cupcake;3.20 €
Adult;22.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;31.40 €
Adult;57.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Daily;Gathering;Yes;Halloween;Whole cake;26.20 €
Adult;43.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;25.80 €
Adult;48.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Slice;Weekly;Wedding;Yes;Christmas;Slice;5.00 €
Adult;46.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Weekly;Celebration;No;None;Wedding cake;57.40 €
Adult;63.0;Masculine;Lemon;Dulce de leche;Ganache;No;None;Slice;Weekly;Gathering;No;None;Slice;2.00 €
Adult;44.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;Yes;Nuts;Whole cake;Daily;Gathering;No;None;Whole cake;39.80 €
Adult;49.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Gathering;No;None;Slice;3.60 €
Kid;15.0;Masculine;Chocolate;Chocolate ganache;Whipped cream;Yes;Nuts;Cupcake;Daily;Snack;No;None;Cupcake;4.60 €
Adult;18.0;Feminine;Red Velvet;Dulce de leche;Ganache;No;None;Wedding cake;Sporadic;Gathering;No;None;Wedding cake;80.10 €
Adult;58.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;18.10 €
Adult;61.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Work event;Yes;Fall;Whole cake;17.10 €
Adult;40.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Work event;No;None;Slice;1.70 €
Adult;42.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Monthly;Gathering;No;None;Wedding cake;98.50 €
Adult;58.0;Masculine;Carrot;Cream cheese;Chocolate glaze;;None;Whole cake;Weekly;Gathering;Yes;Fall;Whole cake;17.30 €
Kid;13.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Slice;Daly;Snack;No;None;Slice;5.90 €
Adult;24.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Fruits;Whole cake;Monthly;Wedding;No;None;Whole cake;32.80 €
Adult;28.0;Masculine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;1.80 €
Kid;16.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Cupcake;Monthly;Birthday;No;None;Cupcake;4.00 €
Adult;18.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Nuts;Wedding cake;Monthly;Gathering;Yes;Christmas;Wedding cake;94.20 €
Kid;7.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Sprinkles;Cupcake;Daily;Snack;No;None;Cupcake;5.20 €
Kid;15.0;Feminine;Red Velvet;Strawberry jam;Buttercream;No;None;Cupcake;Daily;Celebration;No;None;Cupcake;4.30 €
Kid;6.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Monthly;Celebration;No;None;Cupcake;1.20 €
Kid;999.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Sporadic;Snack;No;None;Cupcake;2.80 €
Kid;7.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Monthly;Celebration;No;None;Cupcake;3.80 €
Adult;58.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Sporadic;Celebration;No;None;Wedding cake;55.20 €
Adult;37.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;85.60 €
Adult;22.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Celebration;No;None;Whole cake;34.50 €
Kid;5.0;Masculine;Red Velvet;Chocolate ganache;Buttercream;Yes;Sprinkles;Slice;Monthly;Birthday;No;None;Slice;5.20 €
Adult;26.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Nuts;Whole cake;Daily;Work event;Yes;Valentine's Day;Whole cake;11.80 €
Kid;6.0;Masculine;Red Velvet;Strawberry jam;Chocolate glaze;No;None;Slice;Daily;Snack;No;None;Slice;1.50 €
Kid;10.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Weekly;Snack;No;None;Cupcake;?
Kid;10.0;Masculine;Red Velvet;Strawberry jam;Chocolate glaze;No;None;Slice;Daily;Snack;Yes;Valentine's Day;Slice;3.60 €
Adult;45.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;37.50 €
Adult;39.0;Feminine;Lemon;Dulce de leche;Ganache;Yes;Nuts;Whole cake;Monthly;Work event;No;None;Whole cake;22.60 €
Kid;14.0;Masculine;Red Velvet;Strawberry jam;;Yes;Edible flowers;Cupcake;Monthly;Birthday;No;None;Cupcake;2.40 €
Adult;24.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Monthly;Gathering;Yes;Valentine's Day;Wedding cake;43.30 €
Adult;53.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Daily;Work event;No;None;Wedding cake;75.20 €
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;No;None;Slice;Weekly;Birthday;No;None;Slice;1.60 €
Kid;13.0;Feminine;Chocolate;Strawberry jam;Buttercream;Yes;Sprinkles;Slice;Sporadic;Birthday;No;None;Slice;4.60 €
Kid;12.0;Feminine;Chocolate;123;Chocolate glaze;;;Slice;Monthly;Snack;No;None;Slice;5.40 €
Adult;47.0;Masculine;;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Daily;Gathering;No;None;Whole cake;19.70 €
Adult;30.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Whole cake;Daily;Celebration;No;None;Whole cake;25.80 €
Kid;7.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Sprinkles;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;4.90 €
Adult;61.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;Yes;Edible flowers;Wedding cake;Sporadic;Gathering;No;None;Wedding cake;80.20 €
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Nuts;Slice;Daily;Birthday;No;None;Slice;1.20 €
Adult;24.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Whole cake;Daily;Work event;No;None;Whole cake;28.30 €
Adult;27.0;Masculine;Carrot;Dulce de leche;Ganache;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;99.50 €
Adult;61.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Wedding;No;None;Slice;4.10 €
Adult;41.0;Feminine;Red Velvet;Cream cheese;Ganache;Yes;Sprinkles;Wedding cake;Weekly;Gathering;No;None;Wedding cake;65.10 €
Adult;20.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;15.60 €
Adult;26.0;Feminine;Carrot;Dulce de leche;Ganache;Yes;Nuts;Wedding cake;Weekly;Gathering;Yes;Easter;Wedding cake;46.40 €
Kid;14.0;Masculine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Nuts;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;2.20 €
Kid;5.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Monthly;Birthday;No;None;Cupcake;2.10 €
Adult;27.0;Feminine;Red Velvet;Dulce de leche;Ganache;Yes;Fruits;Whole cake;Weekly;Gathering;No;None;Whole cake;16.60 €
Adult;53.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Monthly;Gathering;Yes;Halloween;Wedding cake;85.70 €
;21.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;75.50 €
Adult;24.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;Yes;Edible flowers;Wedding cake;Weekly;Gathering;No;None;Wedding cake;52.80 €
Adult;54.0;Masculine;Carrot;Lemon curd;Cream cheese frosting;Yes;Fruits;Slice;Weekly;Wedding;No;None;Slice;?
Adult;32.0;Feminine;Carrot;Lemon curd;Chocolate glaze;Yes;Chocolate chips;Slice;Daily;Work event;Yes;Easter;Slice;2.70 €
Adult;19.0;Masculine;Carrot;Cream cheese;Ganache;No;None;Wedding cake;Monthly;Wedding;No;None;Wedding cake;90.90 €
Adult;33.0;Feminine;Red Velvet;Dulce de leche;Ganache;Yes;Chocolate chips;Whole cake;Weekly;Celebration;No;None;Whole cake;23.00 €
Adult;19.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Gathering;No;None;Slice;3.40 €
Adult;58.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Work event;Yes;Halloween;Slice;3.80 €
Adult;59.0;Feminine;Lemon;Lemon curd;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Gathering;No;None;Slice;1.40 €
Kid;4.0;Feminine;;Strawberry jam;Chocolate glaze;Yes;Sprinkles;Cupcake;Weekly;Snack;No;None;Cupcake;1.20 €
Adult;63.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;;None;Slice;Weekly;Gathering;No;None;Slice;1.90 €
Adult;62.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;Yes;Fall;Whole cake;13.50 €
Adult;35.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Work event;No;None;Slice;3.10 €
Adult;61.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Daily;Work event;Yes;Easter;Slice;2.60 €
Adult;50.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Celebration;No;None;Wedding cake;46.70 €
Adult;150.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Sprinkles;Whole cake;Weekly;Celebration;Yes;Halloween;Whole cake;32.60 €
Adult;41.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Whole cake;Sporadic;Gathering;No;None;Whole cake;17.80 €
Adult;51.0;Masculine;Red Velvet;Dulce de leche;Ganache;Yes;Nuts;Wedding cake;Weekly;Wedding;Yes;Christmas;Wedding cake;71.70 €
Kid;10.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Cupcake;Daily;Birthday;No;None;Cupcake;2.30 €
Adult;42.0;Masculine;Carrot;Dulce de leche;Ganache;Yes;Edible flowers;Slice;Weekly;Gathering;Yes;Christmas;Slice;2.40 €
Adult;63.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;12.10 €
Adult;39.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;;Wedding cake;Daily;Work event;No;None;Wedding cake;64.80 €
Adult;50.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Whole cake;Daily;Wedding;No;None;Whole cake;25.90 €
Adult;24.0;Feminine;Lemon;Cream cheese;Ganache;Yes;Edible flowers;Whole cake;Monthly;Work event;Yes;Christmas;Whole cake;21.60 €
Kid;15.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Birthday;No;None;Cupcake;1.50 €
Adult;34.0;Feminine;Red Velvet;Lemon curd;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;11.30 €
Adult;-3.0;Feminine;Lemon;Cream cheese;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Work event;Yes;Christmas;Slice;6.00 €
Kid;10.0;Masculine;Chocolate;Strawberry jam;Buttercream;Yes;Fruits;Slice;Sporadic;Snack;Yes;Valentine's Day;Slice;4.70 €
Kid;11.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Monthly;Snack;Yes;Valentine's Day;Cupcake;1.20 €
Adult;55.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;5.20 €
Adult;26.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;;Slice;Monthly;Gathering;No;None;Slice;5.90 €
Adult;26.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Daily;Celebration;No;None;Whole cake;13.30 €
Adult;23.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Whole cake;Weekly;Gathering;Yes;Christmas;Whole cake;34.90 €
Adult;25.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Slice;Daily;Work event;Yes;Valentine's Day;Slice;1.60 €
Adult;65.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;76.10 €
Kid;17.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Chocolate chips;Slice;Monthly;Birthday;No;None;Slice;2.70 €
Adult;18.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Gathering;Yes;Valentine's Day;Slice;3.20 €
